#,Nome Skill,Dominio,Sottodominio,Cosa Fa,Stelle SkillsMP,Aggiornamento,Autore,Da Tenere?,Note
395,marketing-psychology,GO-TO-MARKET,Product Marketing,"When the user wants to apply psychological principles, mental models, or behavioral science to marketing. Also use when ",,,,,
396,pricing-strategy,GO-TO-MARKET,Product Marketing,"When the user wants help with pricing decisions, packaging, or monetization strategy. Also use when the user mentions 'p",,,,,
397,product-marketing-context,GO-TO-MARKET,Product Marketing,When the user wants to create or update their product marketing context document. Also use when the user mentions 'produ,,,,,
398,referral-program,GO-TO-MARKET,Product Marketing,"When the user wants to create, optimize, or analyze a referral program, affiliate program, or word-of-mouth strategy. Al",,,,,
399,billing-automation,GO-TO-MARKET,RevOps,"Build automated billing systems for recurring payments, invoicing, subscription lifecycle, and dunning management. Use w",,,,,
400,churn-prevention,GO-TO-MARKET,RevOps,"When the user wants to reduce churn, build cancellation flows, set up save offers, recover failed payments, or implement",,,,,
401,revops,GO-TO-MARKET,RevOps,"When the user wants help with revenue operations, lead lifecycle management, or marketing-to-sales handoff processes. Al",,,,,
402,ai-seo,GO-TO-MARKET,SEO,"When the user wants to optimize content for AI search engines, get cited by LLMs, or appear in AI-generated answers. Als",,,,,
403,competitor-alternatives,GO-TO-MARKET,SEO,When the user wants to create competitor comparison or alternative pages for SEO and sales enablement. Also use when the,,,,,
404,schema-markup,GO-TO-MARKET,SEO,"When the user wants to add, fix, or optimize schema markup and structured data on their site. Also use when the user men",,,,,
405,seo-audit,GO-TO-MARKET,SEO,"When the user wants to audit, review, or diagnose SEO issues on their site. Also use when the user mentions ""SEO audit,""",,,,,
406,site-architecture,GO-TO-MARKET,SEO,"When the user wants to plan, map, or restructure their website's page hierarchy, navigation, URL structure, or internal ",,,,,
407,customer-research,GO-TO-MARKET,Sales,"When the user wants to conduct, analyze, or synthesize customer research. Use when the user mentions ""customer research,",,,,,
408,sales-enablement,GO-TO-MARKET,Sales,"When the user wants to create sales collateral, pitch decks, one-pagers, objection handling docs, or demo scripts. Also ",,,,,
409,accessibility-compliance,DESIGN & UI,Accessibility,"Implement WCAG 2.2 compliant interfaces with mobile accessibility, inclusive design patterns, and assistive technology s",,,,,
410,screen-reader-testing,DESIGN & UI,Accessibility,"Test web applications with screen readers including VoiceOver, NVDA, and JAWS. Use when validating screen reader compati",,,,,
411,wcag-audit-patterns,DESIGN & UI,Accessibility,"Conduct WCAG 2.2 accessibility audits with automated testing, manual verification, and remediation guidance. Use when au",,,,,
412,algorithmic-art,DESIGN & UI,Design Tools,Creating algorithmic art using p5.js with seeded randomness and interactive parameter exploration. Use this when users r,,,,,
413,canvas-design,DESIGN & UI,Design Tools,Create beautiful visual art in .png and .pdf documents using design philosophy. You should use this skill when the user ,,,,,
414,excalidraw-diagram-generator,DESIGN & UI,Design Tools,"'Generate Excalidraw diagrams from natural language descriptions. Use when asked to ""create a diagram"", ""make a flowchar",,,,,
415,penpot-uiux-design,DESIGN & UI,Design Tools,'Comprehensive guide for creating professional UI/UX designs in Penpot using MCP tools. Use this skill when: (1) Creatin,,,,,
416,web-design-reviewer,DESIGN & UI,Design Tools,'This skill enables visual inspection of websites running locally or remotely to identify and fix design issues. Trigger,,,,,
417,brand-guidelines,DESIGN & UI,Foundations,Applies Anthropic's official brand colors and typography to any sort of artifact that may benefit from having Anthropic',,,,,
418,design-system-patterns,DESIGN & UI,Foundations,"Build scalable design systems with design tokens, theming infrastructure, and component architecture patterns. Use when ",,,,,
419,responsive-design,DESIGN & UI,Foundations,"Implement modern responsive layouts using container queries, fluid typography, CSS Grid, and mobile-first breakpoint str",,,,,
420,tailwind-design-system,DESIGN & UI,Foundations,"Build scalable design systems with Tailwind CSS v4, design tokens, component libraries, and responsive patterns. Use whe",,,,,
421,visual-design-foundations,DESIGN & UI,Foundations,"Apply typography, color theory, spacing systems, and iconography principles to create cohesive visual designs. Use when ",,,,,
422,mobile-android-design,DESIGN & UI,Mobile Design,Master Material Design 3 and Jetpack Compose patterns for building native Android apps. Use when designing Android inter,,,,,
423,mobile-ios-design,DESIGN & UI,Mobile Design,Master iOS Human Interface Guidelines and SwiftUI patterns for building native iOS apps. Use when designing iOS interfac,,,,,
424,ckm-banner-design,DESIGN & UI,UI Dev,"Design banners for social media, ads, website heroes, creative assets, and print. Multiple art direction options with AI",,,,,
425,ckm-brand,DESIGN & UI,UI Dev,"Brand voice, visual identity, messaging frameworks, asset management, brand consistency. Activate for branded content, t",,,,,
426,ckm-design,DESIGN & UI,UI Dev,"Comprehensive design skill: brand identity, design tokens, UI styling, logo generation (55 styles, Gemini AI), corporate",,,,,
427,ckm-design-system,DESIGN & UI,UI Dev,"Token architecture, component specifications, and slide generation. Three-layer tokens (primitive→semantic→component), C",,,,,
428,ckm-slides,DESIGN & UI,UI Dev,"Create strategic HTML presentations with Chart.js, design tokens, responsive layouts, copywriting formulas, and contextu",,,,,
429,ckm-ui-styling,DESIGN & UI,UI Dev,"Create beautiful, accessible user interfaces with shadcn/ui components (built on Radix UI + Tailwind), Tailwind CSS util",,,,,
430,frontend-design,DESIGN & UI,UI Dev,"Create distinctive, production-grade frontend interfaces with high design quality. Use this skill when the user asks to ",,,,,
431,interaction-design,DESIGN & UI,UI Dev,"Design and implement microinteractions, motion design, transitions, and user feedback patterns. Use when adding polish t",,,,,
432,theme-factory,DESIGN & UI,UI Dev,"Toolkit for styling artifacts with a theme. These artifacts can be slides, docs, reportings, HTML landing pages, etc. Th",,,,,
433,ui-ux-pro-max,DESIGN & UI,UI Dev,"UI/UX design intelligence for web and mobile. Includes 50+ styles, 161 color palettes, 57 font pairings, 161 product typ",,,,,
434,web-artifacts-builder,DESIGN & UI,UI Dev,"Suite of tools for creating elaborate, multi-component claude.ai HTML artifacts using modern frontend web technologies (",,,,,
435,web-design-guidelines,DESIGN & UI,UI Dev,"Review UI code for Web Interface Guidelines compliance. Use when asked to ""review my UI"", ""check accessibility"", ""audit ",,,,,
436,data-storytelling,DATA & ANALYTICS,BI,"Transform data into compelling narratives using visualization, context, and persuasive structure. Use when presenting an",,,,,
437,fabric-lakehouse,DATA & ANALYTICS,BI,'Use this skill to get context about Fabric Lakehouse and its features for software systems and AI-powered functions. It,,,,,
438,kpi-dashboard-design,DATA & ANALYTICS,BI,"Design effective KPI dashboards with metrics selection, visualization best practices, and real-time monitoring patterns.",,,,,
439,power-bi-dax-optimization,DATA & ANALYTICS,BI,"'Comprehensive Power BI DAX formula optimization prompt for improving performance, readability, and maintainability of D",,,,,
440,power-bi-model-design-review,DATA & ANALYTICS,BI,"'Comprehensive Power BI data model design review prompt for evaluating model architecture, relationships, and optimizati",,,,,
441,power-bi-performance-troubleshooting,DATA & ANALYTICS,BI,"'Systematic Power BI performance troubleshooting prompt for identifying, diagnosing, and resolving performance issues in",,,,,
442,power-bi-report-design-consultation,DATA & ANALYTICS,BI,"'Power BI report visualization design prompt for creating effective, user-friendly, and accessible reports with optimal ",,,,,
443,powerbi-modeling,DATA & ANALYTICS,BI,Sum of all sales amounts,,,,,
444,data-quality-frameworks,DATA & ANALYTICS,Data Science,"Implement data quality validation with Great Expectations, dbt tests, and data contracts. Use when building data quality",,,,,
445,datanalysis-credit-risk,DATA & ANALYTICS,Data Science,Credit risk data cleaning and variable screening pipeline for pre-loan modeling. Use when working with raw credit data t,,,,,
446,market-sizing-analysis,DATA & ANALYTICS,Data Science,"Calculate TAM/SAM/SOM for market opportunities using top-down, bottom-up, and value theory methodologies. Use this skill",,,,,
447,startup-financial-modeling,DATA & ANALYTICS,Data Science,"Build comprehensive 3-5 year financial models with revenue projections, cost structures, cash flow analysis, and scenari",,,,,
448,startup-metrics-framework,DATA & ANALYTICS,Data Science,"Track, calculate, and optimize key performance metrics for SaaS, marketplace, consumer, and B2B startups from seed throu",,,,,
449,cosmosdb-datamodeling,DATA & ANALYTICS,Database,'Step-by-step guide for capturing key application requirements for NoSQL use-case and produce Azure Cosmos DB Data NoSQL,,,,,
450,ef-core,DATA & ANALYTICS,Database,'Get best practices for Entity Framework Core',,,,,
451,postgresql-code-review,DATA & ANALYTICS,Database,"'PostgreSQL-specific code review assistant focusing on PostgreSQL best practices, anti-patterns, and unique quality stan",,,,,
452,postgresql-optimization,DATA & ANALYTICS,Database,"'PostgreSQL-specific development assistant focusing on unique PostgreSQL features, advanced data types, and PostgreSQL-e",,,,,
453,postgresql-table-design,DATA & ANALYTICS,Database,"Use this skill when designing or reviewing a PostgreSQL-specific schema. Covers best-practices, data types, indexing, co",,,,,
454,sql-code-review,DATA & ANALYTICS,Database,"'Universal SQL code review assistant that performs comprehensive security, maintainability, and code quality analysis ac",,,,,
455,sql-optimization,DATA & ANALYTICS,Database,"'Universal SQL performance optimization assistant for comprehensive query tuning, indexing strategies, and database perf",,,,,
456,sql-optimization-patterns,DATA & ANALYTICS,Database,"Master SQL query optimization, indexing strategies, and EXPLAIN analysis to dramatically improve database performance an",,,,,
457,supabase,DATA & ANALYTICS,Database,"Use when doing ANY task involving Supabase. Triggers: Supabase products (Database, Auth, Edge Functions, Realtime, Stora",,,,,
458,supabase-postgres-best-practices,DATA & ANALYTICS,Database,"Postgres performance optimization and best practices from Supabase. Use this skill when writing, reviewing, or optimizin",,,,,
459,dataverse-python-advanced-patterns,DATA & ANALYTICS,Dataverse,"'Generate production code for Dataverse SDK using advanced patterns, error handling, and optimization techniques.'",,,,,
460,dataverse-python-production-code,DATA & ANALYTICS,Dataverse,"'Generate production-ready Python code using Dataverse SDK with error handling, optimization, and best practices'",,,,,
461,dataverse-python-quickstart,DATA & ANALYTICS,Dataverse,'Generate Python SDK setup + CRUD + bulk + paging snippets using official patterns.',,,,,
462,dataverse-python-usecase-builder,DATA & ANALYTICS,Dataverse,'Generate complete solutions for specific Dataverse SDK use cases with architecture recommendations',,,,,
463,airflow-dag-patterns,DATA & ANALYTICS,Pipeline,"Build production Apache Airflow DAGs with best practices for operators, sensors, testing, and deployment. Use when creat",,,,,
464,bigquery-pipeline-audit,DATA & ANALYTICS,Pipeline,"'Audits Python + BigQuery pipelines for cost safety, idempotency, and production readiness. Returns a structured report ",,,,,
465,dbt-transformation-patterns,DATA & ANALYTICS,Pipeline,"Master dbt (data build tool) for analytics engineering with model organization, testing, documentation, and incremental ",,,,,
466,ml-pipeline-workflow,DATA & ANALYTICS,Pipeline,"Build end-to-end MLOps pipelines from data preparation through model training, validation, and production deployment. Us",,,,,
467,spark-optimization,DATA & ANALYTICS,Pipeline,"Optimize Apache Spark jobs with partitioning, caching, shuffle optimization, and memory tuning. Use when improving Spark",,,,,
468,gdpr-compliant,SECURITY,AppSec,"'Apply GDPR-compliant engineering practices across your codebase. Use this skill whenever you are designing APIs, writin",,,,,
469,gdpr-data-handling,SECURITY,AppSec,"Implement GDPR-compliant data handling with consent management, data subject rights, and privacy by design. Use when bui",,,,,
470,openclaw-secure-linux-cloud,SECURITY,AppSec,"Use when self-hosting OpenClaw on a cloud server, hardening a remote OpenClaw gateway, choosing between SSH tunneling, T",,,,,
471,pci-compliance,SECURITY,AppSec,Implement PCI DSS compliance requirements for secure handling of payment card data and payment systems. Use when securin,,,,,
472,secure-linux-web-hosting,SECURITY,AppSec,"Use when setting up, hardening, or reviewing a cloud server for self-hosting, including DNS, SSH, firewalls, Nginx, stat",,,,,
473,security-review,SECURITY,AppSec,"'AI-powered codebase security scanner that reasons about code like a security researcher — tracing data flows, understan",,,,,
474,defi-protocol-templates,SECURITY,Blockchain/Web3,"Implement DeFi protocols with production-ready templates for staking, AMMs, governance, and lending systems. Use when bu",,,,,
475,nft-standards,SECURITY,Blockchain/Web3,"Implement NFT standards (ERC-721, ERC-1155) with proper metadata handling, minting strategies, and marketplace integrati",,,,,
476,solidity-security,SECURITY,Blockchain/Web3,Master smart contract security best practices to prevent common vulnerabilities and implement secure Solidity patterns. ,,,,,
477,web3-testing,SECURITY,Blockchain/Web3,"Test smart contracts comprehensively using Hardhat and Foundry with unit tests, integration tests, and mainnet forking. ",,,,,
478,attack-tree-construction,SECURITY,Threat Model,"Build comprehensive attack trees to visualize threat paths. Use when mapping attack scenarios, identifying defense gaps,",,,,,
479,security-requirement-extraction,SECURITY,Threat Model,Derive security requirements from threat models and business context. Use when translating threats into actionable requi,,,,,
480,stride-analysis-patterns,SECURITY,Threat Model,"Apply STRIDE methodology to systematically identify threats. Use when analyzing system security, conducting threat model",,,,,
481,threat-mitigation-mapping,SECURITY,Threat Model,"Map identified threats to appropriate security controls and mitigations. Use when prioritizing security investments, cre",,,,,
482,threat-model-analyst,SECURITY,Threat Model,'Full STRIDE-A threat model analysis and incremental update skill for repositories and systems. Supports two modes: (1) ,,,,,
483,aspire,MICROSOFT ECOSYSTEM,.NET/C#,"'Aspire skill covering the Aspire CLI, AppHost orchestration, service discovery, integrations, MCP server, VS Code exten",,,,,
484,csharp-docs,MICROSOFT ECOSYSTEM,.NET/C#,'Ensure that C# types are documented with XML comments and follow best practices for documentation.',,,,,
485,dotnet-best-practices,MICROSOFT ECOSYSTEM,.NET/C#,'Ensure .NET/C# code meets best practices for the solution/project.',,,,,
486,dotnet-design-pattern-review,MICROSOFT ECOSYSTEM,.NET/C#,'Review the C#/.NET code for design pattern implementation and suggest improvements.',,,,,
487,dotnet-timezone,MICROSOFT ECOSYSTEM,.NET/C#,"'.NET timezone handling guidance for C# applications. Use when working with TimeZoneInfo, DateTimeOffset, NodaTime, UTC ",,,,,
488,fluentui-blazor,MICROSOFT ECOSYSTEM,.NET/C#,>,,,,,
489,nuget-manager,MICROSOFT ECOSYSTEM,.NET/C#,"'Manage NuGet packages in .NET projects/solutions. Use this skill when adding, removing, or updating NuGet package versi",,,,,
490,microsoft-code-reference,MICROSOFT ECOSYSTEM,Altro,"Look up Microsoft API references, find working code samples, and verify SDK code is correct. Use when working with Azure",,,,,
491,microsoft-docs,MICROSOFT ECOSYSTEM,Altro,"'Query official Microsoft documentation to find concepts, tutorials, and code examples across Azure, .NET, Agent Framewo",,,,,
492,appinsights-instrumentation,MICROSOFT ECOSYSTEM,Azure,'Instrument a webapp to send useful telemetry data to Azure App Insights',,,,,
493,cli-mastery,MICROSOFT ECOSYSTEM,Copilot CLI,"'Interactive training for the GitHub Copilot CLI. Guided lessons, quizzes, scenario challenges, and a full reference cov",,,,,
494,copilot-cli-quickstart,MICROSOFT ECOSYSTEM,Copilot CLI,>,,,,,
495,copilot-usage-metrics,MICROSOFT ECOSYSTEM,Copilot CLI,Retrieve and display GitHub Copilot usage metrics for organizations and enterprises using the GitHub CLI and REST API.,,,,,
496,noob-mode,MICROSOFT ECOSYSTEM,Copilot CLI,"'Plain-English translation layer for non-technical Copilot CLI users. Translates every approval prompt, error message, a",,,,,
497,entra-agent-user,MICROSOFT ECOSYSTEM,Entra ID,"'Create Agent Users in Microsoft Entra ID from Agent Identities, enabling AI agents to act as digital workers with user ",,,,,
498,mcp-create-adaptive-cards,MICROSOFT ECOSYSTEM,M365 Copilot,'Skill converted from mcp-create-adaptive-cards.prompt.md',,,,,
499,mcp-create-declarative-agent,MICROSOFT ECOSYSTEM,M365 Copilot,'Skill converted from mcp-create-declarative-agent.prompt.md',,,,,
500,mcp-deploy-manage-agents,MICROSOFT ECOSYSTEM,M365 Copilot,'Skill converted from mcp-deploy-manage-agents.prompt.md',,,,,
501,typespec-api-operations,MICROSOFT ECOSYSTEM,M365 Copilot,"'Add GET, POST, PATCH, and DELETE operations to a TypeSpec API plugin with proper routing, parameters, and adaptive card",,,,,
502,typespec-create-agent,MICROSOFT ECOSYSTEM,M365 Copilot,[Agent Description],,,,,
503,typespec-create-api-plugin,MICROSOFT ECOSYSTEM,M365 Copilot,[Description],,,,,
504,flowstudio-power-automate-build,MICROSOFT ECOSYSTEM,Power Platform,>-,,,,,
505,flowstudio-power-automate-debug,MICROSOFT ECOSYSTEM,Power Platform,>-,,,,,
506,flowstudio-power-automate-governance,MICROSOFT ECOSYSTEM,Power Platform,>-,,,,,
507,flowstudio-power-automate-mcp,MICROSOFT ECOSYSTEM,Power Platform,>-,,,,,
508,flowstudio-power-automate-monitoring,MICROSOFT ECOSYSTEM,Power Platform,>-,,,,,
509,power-apps-code-app-scaffold,MICROSOFT ECOSYSTEM,Power Platform,"'Scaffold a complete Power Apps Code App project with PAC CLI setup, SDK integration, and connector configuration'",,,,,
510,power-platform-mcp-connector-suite,MICROSOFT ECOSYSTEM,Power Platform,"'Generate complete Power Platform custom connector with MCP integration for Copilot Studio - includes schema generation,",,,,,
511,electron,MICROSOFT ECOSYSTEM,Windows,"Automate Electron desktop apps (VS Code, Slack, Discord, Figma, Notion, Spotify, etc.) using agent-browser via Chrome De",,,,,
512,msstore-cli,MICROSOFT ECOSYSTEM,Windows,'Microsoft Store Developer CLI (msstore) for publishing Windows applications to the Microsoft Store. Use when asked to c,,,,,
513,winapp-cli,MICROSOFT ECOSYSTEM,Windows,"'Windows App Development CLI (winapp) for building, packaging, and deploying Windows applications. Use when asked to ini",,,,,
514,winmd-api-search,MICROSOFT ECOSYSTEM,Windows,"'Find and explore Windows desktop APIs. Use when building features that need platform capabilities — camera, file access",,,,,
515,winui3-migration-guide,MICROSOFT ECOSYSTEM,Windows,'UWP-to-WinUI 3 migration reference. Maps legacy UWP APIs to correct Windows App SDK equivalents with before/after code ,,,,,
516,create-github-action-workflow-specification,PROJECT & DOCS,Altro,"'Create a formal specification for an existing GitHub Actions CI/CD workflow, optimized for AI consumption and workflow ",,,,,
517,architecture-blueprint-generator,PROJECT & DOCS,Diagrams,'Comprehensive project architecture blueprint generator that analyzes codebases to create detailed architectural documen,,,,,
518,code-exemplars-blueprint-generator,PROJECT & DOCS,Diagrams,'Technology-agnostic prompt generator that creates customizable AI prompts for scanning codebases and identifying high-q,,,,,
519,draw-io-diagram-generator,PROJECT & DOCS,Diagrams,"Use when creating, editing, or generating draw.io diagram files (.drawio, .drawio.svg, .drawio.png). Covers mxGraph XML ",,,,,
520,folder-structure-blueprint-generator,PROJECT & DOCS,Diagrams,'Comprehensive technology-agnostic prompt for analyzing and documenting project folder structures. Auto-detects project ,,,,,
521,plantuml-ascii,PROJECT & DOCS,Diagrams,"Generate ASCII art diagrams using PlantUML text mode. Use when user asks to create ASCII diagrams, text-based diagrams, ",,,,,
522,project-workflow-analysis-blueprint-generator,PROJECT & DOCS,Diagrams,'Comprehensive technology-agnostic prompt generator for documenting end-to-end application workflows. Automatically dete,,,,,
523,readme-blueprint-generator,PROJECT & DOCS,Diagrams,'Intelligent README.md generation prompt that analyzes project documentation structure and creates comprehensive reposit,,,,,
524,technology-stack-blueprint-generator,PROJECT & DOCS,Diagrams,'Comprehensive technology stack blueprint generator that analyzes codebases to create detailed architectural documentati,,,,,
525,add-educational-comments,PROJECT & DOCS,Documentation,"'Add educational comments to the file specified, or prompt asking for file to comment if one is not provided.'",,,,,
526,architecture-decision-records,PROJECT & DOCS,Documentation,Write and maintain Architecture Decision Records (ADRs) following best practices for technical decision documentation. U,,,,,
527,create-architectural-decision-record,PROJECT & DOCS,Documentation,'Create an Architectural Decision Record (ADR) document for AI-optimized decision documentation.',,,,,
528,create-llms,PROJECT & DOCS,Documentation,'Create an llms.txt file from scratch based on repository structure following the llms.txt specification at https://llms,,,,,
529,create-readme,PROJECT & DOCS,Documentation,'Create a README.md file for the project',,,,,
530,create-tldr-page,PROJECT & DOCS,Documentation,"'Create a tldr page from documentation URLs and command examples, requiring both URL and command name.'",,,,,
531,doc-coauthoring,PROJECT & DOCS,Documentation,"Guide users through a structured workflow for co-authoring documentation. Use when user wants to write documentation, pr",,,,,
532,documentation-writer,PROJECT & DOCS,Documentation,"'Diátaxis Documentation Expert. An expert technical writer specializing in creating high-quality software documentation,",,,,,
533,hads,PROJECT & DOCS,Documentation,"Use when writing technical documentation that needs to be readable by both humans and AI models, converting existing doc",,,,,
534,java-docs,PROJECT & DOCS,Documentation,'Ensure that Java types are documented with Javadoc comments and follow best practices for documentation.',,,,,
535,mkdocs-translations,PROJECT & DOCS,Documentation,'Generate a language translation for a mkdocs documentation stack.',,,,,
536,oo-component-documentation,PROJECT & DOCS,Documentation,'Create or update standardized object-oriented component documentation using a shared template plus mode-specific guidan,,,,,
537,readme-i18n,PROJECT & DOCS,Documentation,"Use when the user wants to translate a repository README, make a repo multilingual, localize docs, add a language switch",,,,,
538,tldr-prompt,PROJECT & DOCS,Documentation,"'Create tldr summaries for GitHub Copilot files (prompts, agents, instructions, collections), MCP servers, or documentat",,,,,
539,update-llms,PROJECT & DOCS,Documentation,'Update the llms.txt file in the root folder to reflect changes in documentation or specifications following the llms.tx,,,,,
540,changelog-automation,PROJECT & DOCS,Git/GitHub,Release type,,,,,
541,conventional-commit,PROJECT & DOCS,Git/GitHub,'Prompt and workflow for generating conventional commit messages using a structured XML format. Guides users to create s,,,,,
542,create-github-issue-feature-from-specification,PROJECT & DOCS,Git/GitHub,'Create GitHub Issue for feature request from specification file using feature_request.yml template.',,,,,
543,create-github-issues-feature-from-implementation-plan,PROJECT & DOCS,Git/GitHub,'Create GitHub Issues from implementation plan phases using feature_request.yml or chore_request.yml templates.',,,,,
544,create-github-issues-for-unmet-specification-requirements,PROJECT & DOCS,Git/GitHub,'Create GitHub Issues for unimplemented requirements from specification files using feature_request.yml template.',,,,,
545,create-github-pull-request-from-specification,PROJECT & DOCS,Git/GitHub,'Create GitHub Pull Request for feature request from specification file using pull_request_template.md template.',,,,,
546,finishing-a-development-branch,PROJECT & DOCS,Git/GitHub,"Use when implementation is complete, all tests pass, and you need to decide how to integrate the work - guides completio",,,,,
547,gen-specs-as-issues,PROJECT & DOCS,Git/GitHub,"'This workflow guides you through a systematic approach to identify missing features, prioritize them, and create detail",,,,,
548,gh-cli,PROJECT & DOCS,Git/GitHub,"GitHub CLI (gh) comprehensive reference for repositories, issues, pull requests, Actions, projects, releases, gists, cod",,,,,
549,git-advanced-workflows,PROJECT & DOCS,Git/GitHub,"Master advanced Git workflows including rebasing, cherry-picking, bisect, worktrees, and reflog to maintain clean histor",,,,,
550,git-commit,PROJECT & DOCS,Git/GitHub,"'Execute git commit with conventional commit message analysis, intelligent staging, and message generation. Use when use",,,,,
551,git-flow-branch-creator,PROJECT & DOCS,Git/GitHub,'Intelligent Git Flow branch creator that analyzes git status/diff and creates appropriate branches following the nvie G,,,,,
552,github-issues,PROJECT & DOCS,Git/GitHub,"'Create, update, and manage GitHub issues using MCP tools. Use this skill when users want to create bug reports, feature",,,,,
553,issue-fields-migration,PROJECT & DOCS,Git/GitHub,'Bulk-migrate metadata to GitHub issue fields from two sources: repo labels (e.g. priority labels to a Priority field) a,,,,,
554,make-repo-contribution,PROJECT & DOCS,Git/GitHub,"'All changes to code must follow the guidance documented in the repository. Before any issue is filed, branch is made, c",,,,,
555,my-issues,PROJECT & DOCS,Git/GitHub,'List my issues in the current repository',,,,,
556,my-pull-requests,PROJECT & DOCS,Git/GitHub,'List my pull requests in the current repository',,,,,
557,repo-story-time,PROJECT & DOCS,Git/GitHub,'Generate a comprehensive repository summary and narrative story from commit history',,,,,
558,boost-prompt,PROJECT & DOCS,Project Execution,"'Interactive prompt refinement workflow: interrogates scope, deliverables, constraints; copies final markdown to clipboa",,,,,
559,brainstorming,PROJECT & DOCS,Project Execution,"You MUST use this before any creative work - creating features, building components, adding functionality, or modifying ",,,,,
560,context-driven-development,PROJECT & DOCS,Project Execution,>-,,,,,
561,context-map,PROJECT & DOCS,Project Execution,'Generate a map of all files relevant to a task before making changes',,,,,
562,executing-plans,PROJECT & DOCS,Project Execution,Use when you have a written implementation plan to execute in a separate session with review checkpoints,,,,,
563,first-ask,PROJECT & DOCS,Project Execution,"'Interactive, input-tool powered, task refinement workflow: interrogates scope, deliverables, constraints before carryin",,,,,
564,refactor-plan,PROJECT & DOCS,Project Execution,'Plan a multi-file refactor with proper sequencing and rollback steps',,,,,
565,test-driven-development,PROJECT & DOCS,Project Execution,"Use when implementing any feature or bugfix, before writing implementation code",,,,,
566,track-management,PROJECT & DOCS,Project Execution,"Use this skill when creating, managing, or working with Conductor tracks - the logical work units for features, bugs, an",,,,,
567,using-git-worktrees,PROJECT & DOCS,Project Execution,Use when starting feature work that needs isolation from current workspace or before executing implementation plans - cr,,,,,
568,workflow-patterns,PROJECT & DOCS,Project Execution,"Use this skill when implementing tasks according to Conductor's TDD workflow, handling phase checkpoints, managing git c",,,,,
569,breakdown-epic-arch,PROJECT & DOCS,Specs & Plans,"'Prompt for creating the high-level technical architecture for an Epic, based on a Product Requirements Document.'",,,,,
570,breakdown-epic-pm,PROJECT & DOCS,Specs & Plans,'Prompt for creating an Epic Product Requirements Document (PRD) for a new epic. This PRD will be used as input for gene,,,,,
571,breakdown-feature-implementation,PROJECT & DOCS,Specs & Plans,"'Prompt for creating detailed feature implementation plans, following Epoch monorepo structure.'",,,,,
572,breakdown-feature-prd,PROJECT & DOCS,Specs & Plans,"'Prompt for creating Product Requirements Documents (PRDs) for new features, based on an Epic.'",,,,,
573,breakdown-plan,PROJECT & DOCS,Specs & Plans,'Issue Planning and Automation prompt that generates comprehensive project plans with Epic > Feature > Story/Enabler > T,,,,,
574,breakdown-test,PROJECT & DOCS,Specs & Plans,"'Test Planning and Quality Assurance prompt that generates comprehensive test strategies, task breakdowns, and quality v",,,,,
575,create-implementation-plan,PROJECT & DOCS,Specs & Plans,"'Create a new implementation plan file for new features, refactoring existing code or upgrading packages, design, archit",,,,,
576,create-specification,PROJECT & DOCS,Specs & Plans,"'Create a new specification file for the solution, optimized for Generative AI consumption.'",,,,,
577,create-technical-spike,PROJECT & DOCS,Specs & Plans,'Create time-boxed technical spike documents for researching and resolving critical development decisions before impleme,,,,,
578,prd,PROJECT & DOCS,Specs & Plans,'Generate high-quality Product Requirements Documents (PRDs) for software systems and AI-powered features. Includes exec,,,,,
579,update-implementation-plan,PROJECT & DOCS,Specs & Plans,"'Update an existing implementation plan file with new or update requirements to provide new features, refactoring existi",,,,,
580,update-specification,PROJECT & DOCS,Specs & Plans,"'Update an existing specification file for the solution, optimized for Generative AI consumption based on new requiremen",,,,,
581,writing-plans,PROJECT & DOCS,Specs & Plans,"Use when you have a spec or requirements for a multi-step task, before touching code",,,,,
